timeframe,side,window_start,window_end,assets,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,LONG,2024-07-01 00:00:00+00:00,2024-12-28 00:00:00+00:00,37,60,107.23725571279412,1.7872875952132354,-0.6851577730704433,0.3333333333333333,4.195735211481372,-18.961231827036425,40.28150343106668,-1.0000000000000016,15,6.676652007452615,2.0735347846247896
1d,LONG,2024-09-29 00:00:00+00:00,2025-03-28 00:00:00+00:00,37,63,103.53244254559831,1.643372103898386,-0.9999999999999992,0.31746031746031744,3.783486846355017,-13.049520991045807,40.28150343106668,-1.0000000000000004,15,6.54426224722101,1.9931752736387365
1d,LONG,2024-12-28 00:00:00+00:00,2025-06-26 00:00:00+00:00,25,32,-19.50386349779299,-0.609495734306031,-0.9999999999999996,0.15625,0.1907953058369581,-20.161837269170668,1.578275666477595,-1.0000000000000009,14,0.7305950212420229,-4.719206173613377
1d,LONG,2025-03-28 00:00:00+00:00,2025-09-24 00:00:00+00:00,31,51,2.7247650229585956,0.053426765156050895,-0.5205783353733169,0.3137254901960784,1.1008843815807299,-11.70882674536217,7.056227525335078,-1.0000000000000009,14,1.62629290052207,0.23460928803662734
1d,LONG,2025-06-26 00:00:00+00:00,2025-12-23 00:00:00+00:00,32,45,1.5563562884435558,0.03458569529874568,-0.6370899915895706,0.28888888888888886,1.0629252366602884,-15.269943502053525,7.056227525335078,-1.0000000000000009,17,1.6910710199826056,0.13719583297788235
1d,LONG,2025-09-24 00:00:00+00:00,2026-03-23 00:00:00+00:00,20,23,-19.096205460048918,-0.8302698026108225,-0.9999999999999996,0.043478260869565216,0.011092223092298459,-18.7933208446643,0.214195272931907,-1.0000000000000009,13,0.36182753040561844,-11.004784759611486
1d,LONG,2025-12-23 00:00:00+00:00,2026-06-21 00:00:00+00:00,8,13,-9.464507863838692,-0.7280390664491302,-0.9999999999999998,0.07692307692307693,0.14274312504684591,-8.464507863838692,1.57594936708861,-1.0000000000000004,9,0.7413232384038984,-3.540941452577388
1d,LONG,2026-03-23 00:00:00+00:00,2026-09-19 00:00:00+00:00,3,4,-1.42405063291139,-0.3560126582278475,-0.9999999999999998,0.25,0.5253164556962033,-3.0,1.57594936708861,-1.0000000000000004,3,1.2879746835443049,-0.5528255528255515
ALL_TF,ALL,2024-04-02 00:00:00+00:00,2024-09-29 00:00:00+00:00,22,26,-16.12927307484784,-0.620356656724917,-0.9999999999999997,0.19230769230769232,0.10424347304684324,-15.135889331936689,1.0066162570888475,-1.0000000000000016,9,0.5711625097923299,-5.538197349783427
ALL_TF,ALL,2024-07-01 00:00:00+00:00,2024-12-28 00:00:00+00:00,37,60,107.23725571279412,1.7872875952132354,-0.6851577730704433,0.3333333333333333,4.195735211481372,-18.961231827036425,40.28150343106668,-1.0000000000000016,15,6.676652007452615,2.0735347846247896
ALL_TF,ALL,2024-09-29 00:00:00+00:00,2025-03-28 00:00:00+00:00,37,63,103.53244254559831,1.643372103898386,-0.9999999999999992,0.31746031746031744,3.783486846355017,-13.049520991045807,40.28150343106668,-1.0000000000000004,15,6.54426224722101,1.9931752736387365
ALL_TF,ALL,2024-12-28 00:00:00+00:00,2025-06-26 00:00:00+00:00,25,32,-19.50386349779299,-0.609495734306031,-0.9999999999999996,0.15625,0.1907953058369581,-20.161837269170668,1.578275666477595,-1.0000000000000009,14,0.7305950212420229,-4.719206173613377
ALL_TF,ALL,2025-03-28 00:00:00+00:00,2025-09-24 00:00:00+00:00,31,51,2.7247650229585956,0.053426765156050895,-0.5205783353733169,0.3137254901960784,1.1008843815807299,-11.70882674536217,7.056227525335078,-1.0000000000000009,14,1.62629290052207,0.23460928803662734
ALL_TF,ALL,2025-06-26 00:00:00+00:00,2025-12-23 00:00:00+00:00,32,45,1.5563562884435558,0.03458569529874568,-0.6370899915895706,0.28888888888888886,1.0629252366602884,-15.269943502053525,7.056227525335078,-1.0000000000000009,17,1.6910710199826056,0.13719583297788235
ALL_TF,ALL,2025-09-24 00:00:00+00:00,2026-03-23 00:00:00+00:00,20,23,-19.096205460048918,-0.8302698026108225,-0.9999999999999996,0.043478260869565216,0.011092223092298459,-18.7933208446643,0.214195272931907,-1.0000000000000009,13,0.36182753040561844,-11.004784759611486
ALL_TF,ALL,2025-12-23 00:00:00+00:00,2026-06-21 00:00:00+00:00,8,13,-9.464507863838692,-0.7280390664491302,-0.9999999999999998,0.07692307692307693,0.14274312504684591,-8.464507863838692,1.57594936708861,-1.0000000000000004,9,0.7413232384038984,-3.540941452577388
ALL_TF,ALL,2026-03-23 00:00:00+00:00,2026-09-19 00:00:00+00:00,3,4,-1.42405063291139,-0.3560126582278475,-0.9999999999999998,0.25,0.5253164556962033,-3.0,1.57594936708861,-1.0000000000000004,3,1.2879746835443049,-0.5528255528255515
