variant,max_open,risk_pct,max_heat,time,event,equity,peak,drawdown_pct,open_positions,portfolio_heat_pct
ACT4_ATR3,5,0.0025,0.015,2025-10-10 18:00:00+00:00,entry,10413.643033992053,10413.643033992053,0.0,2,0.5
ACT4_ATR3,5,0.0025,0.015,2025-10-10 18:00:00+00:00,entry,10413.643033992053,10413.643033992053,0.0,3,0.7500000000000001
ACT4_ATR3,5,0.0025,0.015,2025-10-10 18:00:00+00:00,entry,10413.643033992053,10413.643033992053,0.0,4,1.0
ACT4_ATR3,5,0.0025,0.015,2025-10-10 18:00:00+00:00,entry,10413.643033992053,10413.643033992053,0.0,5,1.25
ACT4_ATR3,5,0.0025,0.015,2025-10-11 12:00:00+00:00,exit,10387.608926407072,10413.643033992053,-0.2500000000000086,4,1.0025062656641606
ACT4_ATR3,5,0.0025,0.015,2025-10-13 00:00:00+00:00,exit,10361.574818822091,10413.643033992053,-0.5000000000000172,3,0.7537688442211057
ACT4_ATR3,5,0.0025,0.015,2025-10-13 18:00:00+00:00,exit,10335.54071123711,10413.643033992053,-0.7500000000000259,2,0.5037783375314863
ACT4_ATR3,5,0.0025,0.015,2025-10-16 12:00:00+00:00,entry,10335.54071123711,10413.643033992053,-0.7500000000000259,3,0.7537783375314863
ACT4_ATR3,5,0.0025,0.015,2025-10-16 12:00:00+00:00,entry,10335.54071123711,10413.643033992053,-0.7500000000000259,4,1.0037783375314862
ACT4_ATR3,5,0.0025,0.015,2025-10-17 00:00:00+00:00,entry,10335.54071123711,10413.643033992053,-0.7500000000000259,5,1.2537783375314864
ACT4_ATR3,5,0.0025,0.015,2025-10-20 18:00:00+00:00,exit,10309.701859459017,10413.643033992053,-0.9981250000000293,4,1.0062940727132696
ACT4_ATR3,5,0.0025,0.015,2025-10-21 00:00:00+00:00,entry,10309.701859459017,10413.643033992053,-0.9981250000000293,5,1.2562940727132694
ACT4_ATR3,5,0.0025,0.015,2025-10-21 12:00:00+00:00,exit,10283.863007680924,10413.643033992053,-1.2462500000000332,4,1.0081943090768706
ACT4_ATR3,5,0.0025,0.015,2025-10-21 18:00:00+00:00,entry,10283.863007680924,10413.643033992053,-1.2462500000000332,5,1.2581943090768706
ACT4_ATR3,5,0.0025,0.015,2025-10-23 12:00:00+00:00,exit,10258.153350161721,10413.643033992053,-1.4931343750000363,4,1.0107211118565118
ACT4_ATR3,5,0.0025,0.015,2025-10-23 12:00:00+00:00,entry,10258.153350161721,10413.643033992053,-1.4931343750000363,5,1.260721111856512
ACT4_ATR3,5,0.0025,0.015,2025-10-24 12:00:00+00:00,exit,10232.11924257674,10413.643033992053,-1.743134375000045,4,1.009493682963694
ACT4_ATR3,5,0.0025,0.015,2025-10-24 12:00:00+00:00,entry,10232.11924257674,10413.643033992053,-1.743134375000045,5,1.2594936829636938
ACT4_ATR3,5,0.0025,0.015,2025-10-26 12:00:00+00:00,exit,10206.08513499176,10413.643033992053,-1.9931343750000534,4,1.0076222816915539
ACT4_ATR3,5,0.0025,0.015,2025-10-26 18:00:00+00:00,entry,10206.08513499176,10413.643033992053,-1.9931343750000534,5,1.257622281691554
ACT4_ATR3,5,0.0025,0.015,2025-10-27 00:00:00+00:00,exit,10180.246283213666,10413.643033992053,-2.241259375000057,4,1.0070006767617359
ACT4_ATR3,5,0.0025,0.015,2025-10-27 00:00:00+00:00,exit,10249.578802128575,10413.643033992053,-1.5754739367188049,3,0.749979751134797
ACT4_ATR3,5,0.0025,0.015,2025-10-28 00:00:00+00:00,entry,10249.578802128575,10413.643033992053,-1.5754739367188049,4,0.9999797511347971
ACT4_ATR3,5,0.0025,0.015,2025-10-28 06:00:00+00:00,entry,10249.578802128575,10413.643033992053,-1.5754739367188049,5,1.2499797511347972
ACT4_ATR3,5,0.0025,0.015,2025-10-28 18:00:00+00:00,exit,10224.063589291096,10413.643033992053,-1.8204911007813043,4,1.0035388167303683
ACT4_ATR3,5,0.0025,0.015,2025-10-28 18:00:00+00:00,entry,10224.063589291096,10413.643033992053,-1.8204911007813043,5,1.2535388167303683
ACT4_ATR3,5,0.0025,0.015,2025-11-02 06:00:00+00:00,exit,10198.503430317869,10413.643033992053,-2.0659398730293423,4,1.0060539516093916
ACT4_ATR3,5,0.0025,0.015,2025-11-02 12:00:00+00:00,entry,10198.503430317869,10413.643033992053,-2.0659398730293423,5,1.2560539516093916
ACT4_ATR3,5,0.0025,0.015,2025-11-03 12:00:00+00:00,exit,10270.823736099357,10413.643033992053,-1.371463352704791,4,0.9962633311799008
ACT4_ATR3,5,0.0025,0.015,2025-11-03 12:00:00+00:00,entry,10270.823736099357,10413.643033992053,-1.371463352704791,5,1.246263331179901
ACT4_ATR3,5,0.0025,0.015,2025-11-05 00:00:00+00:00,exit,10324.580584443902,10413.643033992053,-0.8552477673513033,4,0.9928272690493434
ACT4_ATR3,5,0.0025,0.015,2025-11-05 18:00:00+00:00,exit,10403.918991862407,10413.643033992053,-0.09337790913233159,3,0.738964850765809
ACT4_ATR3,5,0.0025,0.015,2025-11-06 00:00:00+00:00,entry,10403.918991862407,10413.643033992053,-0.09337790913233159,4,0.988964850765809
ACT4_ATR3,5,0.0025,0.015,2025-11-06 12:00:00+00:00,entry,10403.918991862407,10413.643033992053,-0.09337790913233159,5,1.238964850765809
ACT4_ATR3,5,0.0025,0.015,2025-11-06 18:00:00+00:00,exit,10377.909194382752,10413.643033992053,-0.34314446435949475,4,0.9914434594143448
ACT4_ATR3,5,0.0025,0.015,2025-11-07 18:00:00+00:00,exit,10352.232135042503,10413.643033992053,-0.5897158059777375,3,0.7458685391148476
ACT4_ATR3,5,0.0025,0.015,2025-11-08 06:00:00+00:00,entry,10352.232135042503,10413.643033992053,-0.5897158059777375,4,0.9958685391148476
ACT4_ATR3,5,0.0025,0.015,2025-11-08 06:00:00+00:00,entry,10352.232135042503,10413.643033992053,-0.5897158059777375,5,1.2458685391148476
ACT4_ATR3,5,0.0025,0.015,2025-11-08 12:00:00+00:00,exit,10407.394177652703,10413.643033992053,-0.06000643885097081,4,0.9893485730373168
ACT4_ATR3,5,0.0025,0.015,2025-11-08 18:00:00+00:00,entry,10407.394177652703,10413.643033992053,-0.06000643885097081,5,1.2393485730373168
ACT4_ATR3,5,0.0025,0.015,2025-11-11 18:00:00+00:00,exit,10381.513597315097,10413.643033992053,-0.30853214933601775,4,0.9931433401018349
ACT4_ATR3,5,0.0025,0.015,2025-11-12 06:00:00+00:00,entry,10381.513597315097,10413.643033992053,-0.30853214933601775,5,1.243143340101835
ACT4_ATR3,5,0.0025,0.015,2025-11-12 12:00:00+00:00,exit,10355.495111870965,10413.643033992053,-0.558382133238895,4,0.9950138388317092
ACT4_ATR3,5,0.0025,0.015,2025-11-12 12:00:00+00:00,entry,10355.495111870965,10413.643033992053,-0.558382133238895,5,1.2450138388317091
ACT4_ATR3,5,0.0025,0.015,2025-11-13 12:00:00+00:00,exit,10329.541327877678,10413.643033992053,-0.8076108028655505,4,0.996884178691834
ACT4_ATR3,5,0.0025,0.015,2025-11-13 12:00:00+00:00,exit,10303.652590098,10413.643033992053,-1.0562148475324609,3,0.7481310610515876
ACT4_ATR3,5,0.0025,0.015,2025-11-13 12:00:00+00:00,entry,10303.652590098,10413.643033992053,-1.0562148475324609,4,0.9981310610515876
ACT4_ATR3,5,0.0025,0.015,2025-11-13 12:00:00+00:00,entry,10303.652590098,10413.643033992053,-1.0562148475324609,5,1.2481310610515877
ACT4_ATR3,5,0.0025,0.015,2025-11-13 18:00:00+00:00,exit,10277.772009760394,10413.643033992053,-1.3047405580175078,4,0.9994628015167274
ACT4_ATR3,5,0.0025,0.015,2025-11-13 18:00:00+00:00,exit,10252.01287828515,10413.643033992053,-1.5521000208986713,3,0.7507147864593976
ACT4_ATR3,5,0.0025,0.015,2025-11-13 18:00:00+00:00,entry,10252.01287828515,10413.643033992053,-1.5521000208986713,4,1.0007147864593975
ACT4_ATR3,5,0.0025,0.015,2025-11-13 18:00:00+00:00,entry,10252.01287828515,10413.643033992053,-1.5521000208986713,5,1.2507147864593975
ACT4_ATR3,5,0.0025,0.015,2025-11-14 00:00:00+00:00,exit,10226.382846089436,10413.643033992053,-1.7982197708464285,4,1.0032228435683184
ACT4_ATR3,5,0.0025,0.015,2025-11-14 00:00:00+00:00,entry,10226.382846089436,10413.643033992053,-1.7982197708464285,5,1.2532228435683184
ACT4_ATR3,5,0.0025,0.015,2025-11-14 12:00:00+00:00,exit,10200.623714614192,10413.643033992053,-2.045579233727592,4,1.0038624822126647
ACT4_ATR3,5,0.0025,0.015,2025-11-16 12:00:00+00:00,entry,10200.623714614192,10413.643033992053,-2.045579233727592,5,1.2538624822126647
ACT4_ATR3,5,0.0025,0.015,2025-11-25 12:00:00+00:00,exit,10284.665994084467,10413.643033992053,-1.2385390922905761,4,0.9944693076347054
ACT4_ATR3,5,0.0025,0.015,2025-11-27 12:00:00+00:00,entry,10284.665994084467,10413.643033992053,-1.2385390922905761,5,1.2444693076347055
ACT4_ATR3,5,0.0025,0.015,2025-11-28 12:00:00+00:00,exit,10258.954329099257,10413.643033992053,-1.4854427445598437,4,0.9969617119144916
ACT4_ATR3,5,0.0025,0.015,2025-11-29 00:00:00+00:00,entry,10258.954329099257,10413.643033992053,-1.4854427445598437,5,1.2469617119144916
ACT4_ATR3,5,0.0025,0.015,2025-11-29 06:00:00+00:00,exit,10233.452769812722,10413.643033992053,-1.7303287964755176,4,1.0008711189078061
ACT4_ATR3,5,0.0025,0.015,2025-11-29 12:00:00+00:00,entry,10233.452769812722,10413.643033992053,-1.7303287964755176,5,1.2508711189078061
ACT4_ATR3,5,0.0025,0.015,2025-12-02 06:00:00+00:00,exit,10207.86913788819,10413.643033992053,-1.976002974484329,4,1.0033795678273745
ACT4_ATR3,5,0.0025,0.015,2025-12-03 00:00:00+00:00,entry,10207.86913788819,10413.643033992053,-1.976002974484329,5,1.2533795678273745
ACT4_ATR3,5,0.0025,0.015,2025-12-04 00:00:00+00:00,exit,10182.34946504347,10413.643033992053,-2.2210629670481215,4,1.0058943035863404
ACT4_ATR3,5,0.0025,0.015,2025-12-04 06:00:00+00:00,exit,10156.702079220722,10413.643033992053,-2.4673493601867142,3,0.7559174899345773
ACT4_ATR3,5,0.0025,0.015,2025-12-04 18:00:00+00:00,entry,10156.702079220722,10413.643033992053,-2.4673493601867142,4,1.0059174899345773
ACT4_ATR3,5,0.0025,0.015,2025-12-05 06:00:00+00:00,entry,10156.702079220722,10413.643033992053,-2.4673493601867142,5,1.2559174899345775
ACT4_ATR3,5,0.0025,0.015,2025-12-05 12:00:00+00:00,exit,10131.31032402267,10413.643033992053,-2.71118098678625,4,1.008438586400579
ACT4_ATR3,5,0.0025,0.015,2025-12-05 12:00:00+00:00,entry,10131.31032402267,10413.643033992053,-2.71118098678625,5,1.258438586400579
ACT4_ATR3,5,0.0025,0.015,2025-12-09 12:00:00+00:00,exit,10105.918568824618,10413.643033992053,-2.9550126133857866,4,1.010344210989525
ACT4_ATR3,5,0.0025,0.015,2025-12-09 12:00:00+00:00,entry,10105.918568824618,10413.643033992053,-2.9550126133857866,5,1.2603442109895253
ACT4_ATR3,5,0.0025,0.015,2025-12-10 18:00:00+00:00,exit,10080.653772402557,10413.643033992053,-3.1976250818523204,4,1.0128764019945113
ACT4_ATR3,5,0.0025,0.015,2025-12-11 00:00:00+00:00,entry,10080.653772402557,10413.643033992053,-3.1976250818523204,5,1.2628764019945113
ACT4_ATR3,5,0.0025,0.015,2025-12-12 18:00:00+00:00,exit,10055.45213797155,10413.643033992053,-3.439631019147694,4,1.0154149393428686
ACT4_ATR3,5,0.0025,0.015,2025-12-14 00:00:00+00:00,entry,10055.45213797155,10413.643033992053,-3.439631019147694,5,1.2654149393428686
ACT4_ATR3,5,0.0025,0.015,2025-12-19 12:00:00+00:00,exit,10150.427099113112,10413.643033992053,-2.5276066600300737,4,1.0010727665393448
ACT4_ATR3,5,0.0025,0.015,2025-12-19 12:00:00+00:00,exit,10228.398039233278,10413.643033992053,-1.7788682995384206,3,0.7458145965183091
ACT4_ATR3,5,0.0025,0.015,2025-12-21 06:00:00+00:00,entry,10228.398039233278,10413.643033992053,-1.7788682995384206,4,0.9958145965183092
ACT4_ATR3,5,0.0025,0.015,2025-12-21 06:00:00+00:00,entry,10228.398039233278,10413.643033992053,-1.7788682995384206,5,1.2458145965183092
ACT4_ATR3,5,0.0025,0.015,2025-12-21 12:00:00+00:00,exit,10202.827044135194,10413.643033992053,-2.0244211287895784,4,0.9983103724494328
ACT4_ATR3,5,0.0025,0.015,2025-12-21 12:00:00+00:00,exit,10177.25604903711,10413.643033992053,-2.2699739580407363,3,0.7495624085611148
ACT4_ATR3,5,0.0025,0.015,2025-12-21 18:00:00+00:00,exit,10152.117418692182,10413.643033992053,-2.511374880492868,2,0.5037988934948135
ACT4_ATR3,5,0.0025,0.015,2025-12-22 12:00:00+00:00,entry,10152.117418692182,10413.643033992053,-2.511374880492868,3,0.7537988934948137
ACT4_ATR3,5,0.0025,0.015,2025-12-22 12:00:00+00:00,entry,10152.117418692182,10413.643033992053,-2.511374880492868,4,1.0037988934948137
ACT4_ATR3,5,0.0025,0.015,2025-12-25 06:00:00+00:00,entry,10152.117418692182,10413.643033992053,-2.511374880492868,5,1.2537988934948137
ACT4_ATR3,5,0.0025,0.015,2025-12-28 06:00:00+00:00,exit,10126.737125145452,10413.643033992053,-2.7550964432916327,4,1.0063146801953018
ACT4_ATR3,5,0.0025,0.015,2025-12-29 12:00:00+00:00,entry,10126.737125145452,10413.643033992053,-2.7550964432916327,5,1.256314680195302
ACT4_ATR3,5,0.0025,0.015,2026-01-01 18:00:00+00:00,exit,10101.420282332589,10413.643033992053,-2.9982087021833967,4,1.0088367721256157
ACT4_ATR3,5,0.0025,0.015,2026-01-01 18:00:00+00:00,entry,10101.420282332589,10413.643033992053,-2.9982087021833967,5,1.258836772125616
ACT4_ATR3,5,0.0025,0.015,2026-01-02 06:00:00+00:00,exit,10076.039988785858,10413.643033992053,-3.2419302649821615,4,1.010120043067551
ACT4_ATR3,5,0.0025,0.015,2026-01-02 12:00:00+00:00,entry,10076.039988785858,10413.643033992053,-3.2419302649821615,5,1.260120043067551
ACT4_ATR3,5,0.0025,0.015,2026-01-13 18:00:00+00:00,exit,10126.939226078046,10413.643033992053,-2.753155711004817,4,1.0044165020604483
ACT4_ATR3,5,0.0025,0.015,2026-01-13 18:00:00+00:00,entry,10126.939226078046,10413.643033992053,-2.753155711004817,5,1.2544165020604483
ACT4_ATR3,5,0.0025,0.015,2026-01-15 00:00:00+00:00,exit,10101.621878012851,10413.643033992053,-2.9962728217273025,4,1.0069338366520786
ACT4_ATR3,5,0.0025,0.015,2026-01-15 00:00:00+00:00,entry,10101.621878012851,10413.643033992053,-2.9962728217273025,5,1.2569338366520786
ACT4_ATR3,5,0.0025,0.015,2026-01-15 12:00:00+00:00,exit,10203.6351886323,10413.643033992053,-2.0166606890043184,4,0.9974935557949005
ACT4_ATR3,5,0.0025,0.015,2026-01-15 18:00:00+00:00,exit,10178.054890525857,10413.643033992053,-2.262302853066825,3,0.7486725722801563
ACT4_ATR3,5,0.0025,0.015,2026-01-16 06:00:00+00:00,entry,10178.054890525857,10413.643033992053,-2.262302853066825,4,0.9986725722801564
ACT4_ATR3,5,0.0025,0.015,2026-01-16 06:00:00+00:00,entry,10178.054890525857,10413.643033992053,-2.262302853066825,5,1.2486725722801564
ACT4_ATR3,5,0.0025,0.015,2026-01-19 00:00:00+00:00,exit,10152.674596979126,10413.643033992053,-2.5060244158655904,4,1.0018078023809445
ACT4_ATR3,5,0.0025,0.015,2026-01-19 00:00:00+00:00,exit,10127.420542284095,10413.643033992053,-2.748533733811264,3,0.7549427936623364
ACT4_ATR3,5,0.0025,0.015,2026-01-19 00:00:00+00:00,exit,10101.975405057781,10413.643033992053,-2.992877976678589,2,0.5049615772772362
ACT4_ATR3,5,0.0025,0.015,2026-01-19 00:00:00+00:00,entry,10101.975405057781,10413.643033992053,-2.992877976678589,3,0.7549615772772361
ACT4_ATR3,5,0.0025,0.015,2026-01-19 00:00:00+00:00,entry,10101.975405057781,10413.643033992053,-2.992877976678589,4,1.0049615772772362
ACT4_ATR3,5,0.0025,0.015,2026-01-19 00:00:00+00:00,entry,10101.975405057781,10413.643033992053,-2.992877976678589,5,1.2549615772772362
ACT4_ATR3,5,0.0025,0.015,2026-01-20 06:00:00+00:00,exit,10076.530267831467,10413.643033992053,-3.237222219545914,4,1.0056117528535344
ACT4_ATR3,5,0.0025,0.015,2026-01-20 06:00:00+00:00,entry,10076.530267831467,10413.643033992053,-3.237222219545914,5,1.2556117528535344
ACT4_ATR3,5,0.0025,0.015,2026-01-24 18:00:00+00:00,exit,10051.338942161889,10413.643033992053,-3.4791291639970514,4,1.0081320830611873
ACT4_ATR3,5,0.0025,0.015,2026-01-25 12:00:00+00:00,entry,10051.338942161889,10413.643033992053,-3.4791291639970514,5,1.2581320830611875
ACT4_ATR3,5,0.0025,0.015,2026-01-26 18:00:00+00:00,exit,10026.210594806484,10413.643033992053,-3.7204313410870604,4,1.0106587298859022
ACT4_ATR3,5,0.0025,0.015,2026-01-27 00:00:00+00:00,entry,10026.210594806484,10413.643033992053,-3.7204313410870604,5,1.2606587298859022
ACT4_ATR3,5,0.0025,0.015,2026-01-31 12:00:00+00:00,exit,10089.943771218854,10413.643033992053,-3.1084151983756843,4,1.0023976636622123
ACT4_ATR3,5,0.0025,0.015,2026-01-31 12:00:00+00:00,entry,10089.943771218854,10413.643033992053,-3.1084151983756843,5,1.2523976636622125
ACT4_ATR3,5,0.0025,0.015,2026-02-01 00:00:00+00:00,exit,10064.718911790807,10413.643033992053,-3.350644160379738,4,1.0049099385084834
ACT4_ATR3,5,0.0025,0.015,2026-02-01 06:00:00+00:00,exit,10039.463973278163,10413.643033992053,-3.593161965438037,3,0.755881213547552
ACT4_ATR3,5,0.0025,0.015,2026-02-01 12:00:00+00:00,entry,10039.463973278163,10413.643033992053,-3.593161965438037,4,1.005881213547552
ACT4_ATR3,5,0.0025,0.015,2026-02-01 18:00:00+00:00,exit,10014.365313344968,10413.643033992053,-3.8341790605244417,3,0.7577756526792501
ACT4_ATR3,5,0.0025,0.015,2026-02-03 00:00:00+00:00,entry,10014.365313344968,10413.643033992053,-3.8341790605244417,4,1.00777565267925
ACT4_ATR3,5,0.0025,0.015,2026-02-05 00:00:00+00:00,entry,10014.365313344968,10413.643033992053,-3.8341790605244417,5,1.25777565267925
ACT4_ATR3,5,0.0025,0.015,2026-02-06 12:00:00+00:00,exit,10114.114064249165,10413.643033992053,-2.8763130132766315,4,0.9925959993000953
ACT4_ATR3,5,0.0025,0.015,2026-02-06 12:00:00+00:00,exit,10202.297630543315,10413.643033992053,-2.029504974953224,3,0.7364748194445654
ACT4_ATR3,5,0.0025,0.015,2026-02-06 12:00:00+00:00,exit,10277.325102254452,10413.643033992053,-1.309032115779605,2,0.4872067981554947
ACT4_ATR3,5,0.0025,0.015,2026-02-10 00:00:00+00:00,entry,10277.325102254452,10413.643033992053,-1.309032115779605,3,0.7372067981554947
ACT4_ATR3,5,0.0025,0.015,2026-02-10 06:00:00+00:00,exit,10332.170442944367,10413.643033992053,-0.7823639698590089,2,0.48462060167540005
ACT4_ATR3,5,0.0025,0.015,2026-02-11 00:00:00+00:00,entry,10332.170442944367,10413.643033992053,-0.7823639698590089,3,0.7346206016754001
ACT4_ATR3,5,0.0025,0.015,2026-02-11 06:00:00+00:00,entry,10332.170442944367,10413.643033992053,-0.7823639698590089,4,0.9846206016754001
ACT4_ATR3,5,0.0025,0.015,2026-02-11 06:00:00+00:00,entry,10332.170442944367,10413.643033992053,-0.7823639698590089,5,1.2346206016754
ACT4_ATR3,5,0.0025,0.015,2026-02-12 00:00:00+00:00,exit,10306.340016837006,10413.643033992053,-1.0304080599343606,4,0.9870883224816042
ACT4_ATR3,5,0.0025,0.015,2026-02-12 00:00:00+00:00,exit,10280.509590729645,10413.643033992053,-1.2784521500097121,3,0.7383121624878393
ACT4_ATR3,5,0.0025,0.015,2026-02-12 12:00:00+00:00,entry,10280.509590729645,10413.643033992053,-1.2784521500097121,4,0.9883121624878392
ACT4_ATR3,5,0.0025,0.015,2026-02-12 12:00:00+00:00,entry,10280.509590729645,10413.643033992053,-1.2784521500097121,5,1.2383121624878393
ACT4_ATR3,5,0.0025,0.015,2026-02-13 06:00:00+00:00,exit,10254.808316752822,10413.643033992053,-1.5252560196346807,4,0.9907891353261545
ACT4_ATR3,5,0.0025,0.015,2026-02-13 12:00:00+00:00,exit,10229.107042775999,10413.643033992053,-1.772059889259649,3,0.7420222738571247
ACT4_ATR3,5,0.0025,0.015,2026-02-13 18:00:00+00:00,entry,10229.107042775999,10413.643033992053,-1.772059889259649,4,0.9920222738571247
ACT4_ATR3,5,0.0025,0.015,2026-02-14 06:00:00+00:00,entry,10229.107042775999,10413.643033992053,-1.772059889259649,5,1.2420222738571247
ACT4_ATR3,5,0.0025,0.015,2026-02-14 12:00:00+00:00,exit,10203.276616668638,10413.643033992053,-2.020103979335001,4,0.9920084065470748
ACT4_ATR3,5,0.0025,0.015,2026-02-14 12:00:00+00:00,exit,10177.703849061698,10413.643033992053,-2.265673829611852,3,0.7432383108753814
ACT4_ATR3,5,0.0025,0.015,2026-02-15 00:00:00+00:00,exit,10152.667935778336,10413.643033992053,-2.5060883819605357,2,0.4984766685016434
ACT4_ATR3,5,0.0025,0.015,2026-02-15 00:00:00+00:00,entry,10152.667935778336,10413.643033992053,-2.5060883819605357,3,0.7484766685016434
