time,open,high,low,close,volume
2023-09-22 00:00:00+00:00,0.00523,0.00555,0.00498,0.00531,64953058.0
2023-09-23 00:00:00+00:00,0.00531,0.00585,0.00524,0.0054,761956510.0
2023-09-24 00:00:00+00:00,0.00542,0.00542,0.00475,0.00476,600040718.0
2023-09-25 00:00:00+00:00,0.00477,0.00485,0.00458,0.00481,211090724.0
2023-09-26 00:00:00+00:00,0.0048,0.00497,0.0047,0.0048,163815916.0
2023-09-27 00:00:00+00:00,0.0048,0.00512,0.00477,0.00494,193130548.0
2023-09-28 00:00:00+00:00,0.00493,0.0051,0.00485,0.00508,161470770.0
2023-09-29 00:00:00+00:00,0.00508,0.00508,0.00482,0.00492,52139281.0
2023-09-30 00:00:00+00:00,0.00491,0.00503,0.00479,0.00485,45812829.0
2023-10-01 00:00:00+00:00,0.00484,0.00495,0.00483,0.00492,39976312.0
2023-10-02 00:00:00+00:00,0.00493,0.00494,0.00475,0.00479,30076771.0
2023-10-03 00:00:00+00:00,0.00478,0.0048,0.00462,0.00462,38687354.0
2023-10-04 00:00:00+00:00,0.00463,0.00471,0.00455,0.00467,39252412.0
2023-10-05 00:00:00+00:00,0.00466,0.00476,0.00464,0.00473,47691623.0
2023-10-06 00:00:00+00:00,0.00473,0.0048,0.00467,0.00477,42756374.0
2023-10-07 00:00:00+00:00,0.00479,0.00479,0.00474,0.00478,31290853.0
2023-10-08 00:00:00+00:00,0.00478,0.00478,0.00467,0.00471,11503759.0
2023-10-09 00:00:00+00:00,0.00472,0.00474,0.00444,0.00456,75373029.0
2023-10-10 00:00:00+00:00,0.00456,0.00457,0.00446,0.00455,17249477.0
2023-10-11 00:00:00+00:00,0.00455,0.00475,0.00441,0.00447,91818834.0
2023-10-12 00:00:00+00:00,0.00447,0.0045,0.0044,0.00449,31282886.0
2023-10-13 00:00:00+00:00,0.00449,0.00458,0.00448,0.00453,29252492.0
2023-10-14 00:00:00+00:00,0.00453,0.0046,0.0045,0.00459,23317279.0
2023-10-15 00:00:00+00:00,0.00459,0.00474,0.00455,0.00469,81154748.0
2023-10-16 00:00:00+00:00,0.00468,0.00475,0.00459,0.00474,41081260.0
2023-10-17 00:00:00+00:00,0.00474,0.00483,0.00461,0.0048,47633652.0
2023-10-18 00:00:00+00:00,0.0048,0.00485,0.00464,0.0047,44700220.0
2023-10-19 00:00:00+00:00,0.00468,0.0047,0.00446,0.00461,51917269.0
2023-10-20 00:00:00+00:00,0.00462,0.00479,0.00457,0.00474,54847079.0
2023-10-21 00:00:00+00:00,0.00474,0.00507,0.00474,0.00492,179398812.0
2023-10-22 00:00:00+00:00,0.00492,0.00494,0.00475,0.0049,35413726.0
2023-10-23 00:00:00+00:00,0.0049,0.0052,0.00481,0.0051,135414358.0
2023-10-24 00:00:00+00:00,0.0051,0.00533,0.00491,0.00513,176038095.0
2023-10-25 00:00:00+00:00,0.00514,0.00517,0.00501,0.00513,47557561.0
2023-10-26 00:00:00+00:00,0.00515,0.0052,0.00489,0.005,95598347.0
2023-10-27 00:00:00+00:00,0.00499,0.00505,0.00492,0.00503,37126904.0
2023-10-28 00:00:00+00:00,0.00502,0.00514,0.00497,0.00511,114536950.0
2023-10-29 00:00:00+00:00,0.00511,0.00515,0.005,0.00511,56833636.0
2023-10-30 00:00:00+00:00,0.00511,0.00524,0.00505,0.0052,82960914.0
2023-10-31 00:00:00+00:00,0.0052,0.00533,0.00497,0.00521,148608824.0
2023-11-01 00:00:00+00:00,0.00523,0.0056,0.00508,0.00547,341927098.0
2023-11-02 00:00:00+00:00,0.00547,0.00583,0.0054,0.00558,362084027.0
2023-11-03 00:00:00+00:00,0.00558,0.00567,0.0052,0.00554,173611392.0
2023-11-04 00:00:00+00:00,0.00553,0.00581,0.00535,0.00571,163071000.0
2023-11-05 00:00:00+00:00,0.00572,0.006,0.00545,0.00552,196692255.0
2023-11-06 00:00:00+00:00,0.00553,0.00553,0.00534,0.00551,65703924.0
2023-11-07 00:00:00+00:00,0.00551,0.00556,0.00534,0.00549,81336245.0
2023-11-08 00:00:00+00:00,0.00548,0.00568,0.00545,0.00566,85951457.0
2023-11-09 00:00:00+00:00,0.00566,0.00584,0.00542,0.00566,111388118.0
2023-11-10 00:00:00+00:00,0.00564,0.0058,0.00556,0.0058,73709765.0
2023-11-11 00:00:00+00:00,0.0058,0.00594,0.0056,0.00588,65192288.0
2023-11-12 00:00:00+00:00,0.0059,0.00595,0.00569,0.0059,65688105.0
2023-11-13 00:00:00+00:00,0.00591,0.00628,0.00583,0.00592,261793298.0
2023-11-14 00:00:00+00:00,0.00592,0.00605,0.00555,0.00573,173835403.0
2023-11-15 00:00:00+00:00,0.00574,0.00611,0.00555,0.00606,649233209.0
2023-11-16 00:00:00+00:00,0.00607,0.00617,0.00577,0.00581,487779510.0
2023-11-17 00:00:00+00:00,0.0058,0.00598,0.00564,0.00594,283726263.0
2023-11-18 00:00:00+00:00,0.00592,0.0062,0.00542,0.00576,435300242.0
2023-11-19 00:00:00+00:00,0.00576,0.00599,0.00564,0.00595,366969730.0
2023-11-20 00:00:00+00:00,0.00595,0.00624,0.00581,0.00612,257261416.0
2023-11-21 00:00:00+00:00,0.0061,0.0062,0.00534,0.00548,363959716.0
2023-11-22 00:00:00+00:00,0.00546,0.00582,0.0054,0.00579,182228105.0
2023-11-23 00:00:00+00:00,0.00579,0.00618,0.00563,0.00611,385702972.0
2023-11-24 00:00:00+00:00,0.00612,0.0067,0.00603,0.00656,457512812.0
2023-11-25 00:00:00+00:00,0.00654,0.00692,0.00609,0.00635,423829755.0
2023-11-26 00:00:00+00:00,0.00634,0.00642,0.00593,0.00609,243126099.0
2023-11-27 00:00:00+00:00,0.00609,0.00609,0.00576,0.00593,184402296.0
2023-11-28 00:00:00+00:00,0.00592,0.00603,0.00572,0.00597,154549886.0
2023-11-29 00:00:00+00:00,0.00597,0.00602,0.00587,0.00599,107590623.0
2023-11-30 00:00:00+00:00,0.00599,0.006,0.00575,0.00584,100986275.0
2023-12-01 00:00:00+00:00,0.00583,0.00607,0.00578,0.00599,193107540.0
2023-12-02 00:00:00+00:00,0.00598,0.00606,0.00589,0.00602,117239338.0
2023-12-03 00:00:00+00:00,0.00602,0.00603,0.0058,0.00593,93559279.0
