time,open,high,low,close,volume
2024-09-16 00:00:00+00:00,3.118e-05,0.000442,3.118e-05,0.00035989,583226794093.0
2024-09-17 00:00:00+00:00,0.00035982,0.000716,0.00034034,0.00068958,728047681573.0
2024-09-18 00:00:00+00:00,0.00068968,0.000981,0.00066052,0.00096266,741994804077.0
2024-09-19 00:00:00+00:00,0.00096313,0.00103816,0.00082172,0.00091683,468702851191.0
2024-09-20 00:00:00+00:00,0.00091706,0.0009591,0.00076635,0.00083836,347012135879.0
2024-09-21 00:00:00+00:00,0.00083851,0.000888,0.0007639,0.00080986,163992853472.0
2024-09-22 00:00:00+00:00,0.00080945,0.00084988,0.000762,0.00082867,161371279431.0
2024-09-23 00:00:00+00:00,0.00082861,0.00129,0.00080607,0.00126171,414137973143.0
2024-09-24 00:00:00+00:00,0.00126184,0.00137618,0.001124,0.00121584,241849120006.0
2024-09-25 00:00:00+00:00,0.00121607,0.00137299,0.00106,0.00108013,292393098475.0
2024-09-26 00:00:00+00:00,0.00108057,0.00111988,0.00100347,0.00105904,204354884023.0
2024-09-27 00:00:00+00:00,0.0010589,0.00116523,0.00103,0.00107409,182697677867.0
2024-09-28 00:00:00+00:00,0.00107432,0.00126933,0.00106944,0.00117945,228643495497.0
2024-09-29 00:00:00+00:00,0.00117947,0.00126813,0.00103527,0.00108326,169363972112.0
2024-09-30 00:00:00+00:00,0.00108374,0.00117755,0.001001,0.00113544,172760513017.0
2024-10-01 00:00:00+00:00,0.00113544,0.0012145,0.00089004,0.00093828,279625718396.0
2024-10-02 00:00:00+00:00,0.00093807,0.00104249,0.00091407,0.00093333,171437902236.0
2024-10-03 00:00:00+00:00,0.00093307,0.00097962,0.000852,0.00090752,143474694905.0
2024-10-04 00:00:00+00:00,0.00090759,0.00108256,0.00088533,0.00105856,189529578289.0
2024-10-05 00:00:00+00:00,0.00105859,0.00107042,0.00093689,0.00096086,98046287250.0
2024-10-06 00:00:00+00:00,0.00096098,0.00133999,0.00095657,0.00131544,215912393473.0
2024-10-07 00:00:00+00:00,0.00131517,0.00188,0.00130817,0.0016378,465363729570.0
2024-10-08 00:00:00+00:00,0.00163822,0.001897,0.00157368,0.00178305,279832494045.0
2024-10-09 00:00:00+00:00,0.00178261,0.00194929,0.00161,0.00183991,267405306727.0
2024-10-10 00:00:00+00:00,0.00184021,0.00192494,0.00159472,0.00169324,217735299157.0
2024-10-11 00:00:00+00:00,0.00169336,0.00192993,0.00151748,0.00187114,219114222376.0
2024-10-12 00:00:00+00:00,0.00187093,0.0022,0.0018699,0.00207774,204763458609.0
2024-10-13 00:00:00+00:00,0.00207774,0.00226,0.00191399,0.002041,144326884203.0
2024-10-14 00:00:00+00:00,0.00204204,0.00217295,0.001915,0.00210225,150650910332.0
2024-10-15 00:00:00+00:00,0.00210226,0.00233333,0.00186944,0.0019893,233692161696.0
2024-10-16 00:00:00+00:00,0.00198915,0.0020866,0.0018222,0.0019641,136780886432.0
2024-10-17 00:00:00+00:00,0.00196415,0.002062,0.00183555,0.0018699,106810776777.0
2024-10-18 00:00:00+00:00,0.00186995,0.00204684,0.00186327,0.00195931,94686772127.0
2024-10-19 00:00:00+00:00,0.00195939,0.002086,0.00186,0.00190028,80261404893.0
2024-10-20 00:00:00+00:00,0.00190027,0.00194998,0.00180277,0.00190335,81222543781.0
2024-10-21 00:00:00+00:00,0.00190314,0.00195,0.0016632,0.00170008,104960297905.0
2024-10-22 00:00:00+00:00,0.00170009,0.00181,0.001615,0.00172628,97321749688.0
2024-10-23 00:00:00+00:00,0.00172623,0.00173456,0.00138827,0.00147684,128692680629.0
2024-10-24 00:00:00+00:00,0.00147685,0.0016,0.0013956,0.00145251,121223079671.0
2024-10-25 00:00:00+00:00,0.0014527,0.001675,0.00135263,0.00144504,227706884506.0
2024-10-26 00:00:00+00:00,0.00144505,0.00152732,0.001362,0.00145241,97233070436.0
2024-10-27 00:00:00+00:00,0.00145251,0.00163448,0.00144599,0.00161059,139231754545.0
2024-10-28 00:00:00+00:00,0.00161105,0.001718,0.00146271,0.00157947,154793544421.0
2024-10-29 00:00:00+00:00,0.00157948,0.001767,0.00153821,0.00172046,163348112907.0
2024-10-30 00:00:00+00:00,0.00172055,0.001767,0.00161231,0.00174392,108444291339.0
2024-10-31 00:00:00+00:00,0.00174337,0.00176395,0.00155555,0.0016049,93387295925.0
2024-11-01 00:00:00+00:00,0.00160491,0.00162499,0.00142417,0.00147043,95811274104.0
2024-11-02 00:00:00+00:00,0.00147074,0.00148361,0.0013663,0.00141654,63227854929.0
2024-11-03 00:00:00+00:00,0.00141683,0.00142685,0.00122811,0.00133677,105147746757.0
2024-11-04 00:00:00+00:00,0.00133711,0.00136679,0.00120381,0.0012667,96936652265.0
2024-11-05 00:00:00+00:00,0.00126669,0.00143257,0.00126575,0.00135049,104397665981.0
2024-11-06 00:00:00+00:00,0.00135058,0.00212189,0.00134194,0.00208902,369275854675.0
2024-11-07 00:00:00+00:00,0.00208913,0.00246,0.00194248,0.00225163,249766177538.0
2024-11-08 00:00:00+00:00,0.00225177,0.00251,0.00215056,0.00225761,180342575885.0
2024-11-09 00:00:00+00:00,0.00225761,0.00268295,0.0021755,0.00259456,138901473123.0
2024-11-10 00:00:00+00:00,0.00259461,0.00289286,0.00250036,0.00271325,208581352628.0
2024-11-11 00:00:00+00:00,0.00271406,0.00276923,0.00224865,0.00247077,198140466634.0
2024-11-12 00:00:00+00:00,0.00247128,0.00311729,0.00231688,0.0027014,284765520396.0
2024-11-13 00:00:00+00:00,0.0027026,0.00278,0.0022535,0.00251022,231537709572.0
